Ayr,THF,04/28/2025,08:57:23,Valley_of_Sorrows,Aspidochelone/Adamantoise
Bobbo,BRD,04/28/2025,08:57:23,Valley_of_Sorrows,Aspidochelone/Adamantoise
Clynt,PLD,04/28/2025,08:57:23,Valley_of_Sorrows,Aspidochelone/Adamantoise
Daveman,BLM,04/28/2025,08:57:23,Valley_of_Sorrows,Aspidochelone/Adamantoise
Deeteez,BLM,04/28/2025,08:57:23,Valley_of_Sorrows,Aspidochelone/Adamantoise
Fmtwo,WHM,04/28/2025,08:57:23,Valley_of_Sorrows,Aspidochelone/Adamantoise
Hatashy,BRD,04/28/2025,08:57:23,Valley_of_Sorrows,Aspidochelone/Adamantoise
Kashmere,PLD,04/28/2025,08:57:23,Valley_of_Sorrows,Aspidochelone/Adamantoise
Kercil,WHM,04/28/2025,08:57:23,Valley_of_Sorrows,Aspidochelone/Adamantoise
Kersed,RDM,04/28/2025,08:57:23,Valley_of_Sorrows,Aspidochelone/Adamantoise
Lockon,THF,04/28/2025,08:57:23,Valley_of_Sorrows,Aspidochelone/Adamantoise
Mcturbo,BLM,04/28/2025,08:57:23,Valley_of_Sorrows,Aspidochelone/Adamantoise
Naha,BLM,04/28/2025,08:57:23,Valley_of_Sorrows,Aspidochelone/Adamantoise
Nils,THF,04/28/2025,08:57:23,Valley_of_Sorrows,Aspidochelone/Adamantoise
Nohope,SMN,04/28/2025,08:57:23,Valley_of_Sorrows,Aspidochelone/Adamantoise
Pringles,BLM,04/28/2025,08:57:23,Valley_of_Sorrows,Aspidochelone/Adamantoise
Saki,PLD,04/28/2025,08:57:23,Valley_of_Sorrows,Aspidochelone/Adamantoise
Sonomaa,RDM,04/28/2025,08:57:23,Valley_of_Sorrows,Aspidochelone/Adamantoise
Thoranir,BRD,04/28/2025,08:57:23,Valley_of_Sorrows,Aspidochelone/Adamantoise
