Clynt,BRD,01/26/2025,14:59:42,Western_Altepa_Desert,King Vinegarroon
Dooter,WHM,01/26/2025,14:59:42,Western_Altepa_Desert,King Vinegarroon
Fluffymcmuffins,DRK,01/26/2025,14:59:42,Western_Altepa_Desert,King Vinegarroon
Goji,WAR,01/26/2025,14:59:42,Western_Altepa_Desert,King Vinegarroon
Jinnkidd,DRG,01/26/2025,14:59:42,Western_Altepa_Desert,King Vinegarroon
Kashmere,BRD,01/26/2025,14:59:42,Western_Altepa_Desert,King Vinegarroon
Kersed,RDM,01/26/2025,14:59:42,Western_Altepa_Desert,King Vinegarroon
Konn,RNG,01/26/2025,14:59:42,Western_Altepa_Desert,King Vinegarroon
Lockon,DRK,01/26/2025,14:59:42,Western_Altepa_Desert,King Vinegarroon
Mcturbo,MNK,01/26/2025,14:59:42,Western_Altepa_Desert,King Vinegarroon
Murfbones,DRK,01/26/2025,14:59:42,Western_Altepa_Desert,King Vinegarroon
Neistar,RNG,01/26/2025,14:59:42,Western_Altepa_Desert,King Vinegarroon
Neon,THF,01/26/2025,14:59:42,Western_Altepa_Desert,King Vinegarroon
Nils,WAR,01/26/2025,14:59:42,Western_Altepa_Desert,King Vinegarroon
Pringles,DRG,01/26/2025,14:59:42,Western_Altepa_Desert,King Vinegarroon
Rebase,BLM,01/26/2025,14:59:42,Western_Altepa_Desert,King Vinegarroon
Rootraider,SAM,01/26/2025,14:59:42,Western_Altepa_Desert,King Vinegarroon
Savok,BRD,01/26/2025,14:59:42,Western_Altepa_Desert,King Vinegarroon
Twisp,DRG,01/26/2025,14:59:42,Western_Altepa_Desert,King Vinegarroon
Vear,PLD,01/26/2025,14:59:42,Western_Altepa_Desert,King Vinegarroon
