Arcelia,BLM,02/05/2025,14:38:18,Valley_of_Sorrows,Aspidochelone/Adamantoise
Boxx,BLM,02/05/2025,14:38:18,Valley_of_Sorrows,Aspidochelone/Adamantoise
Daveman,BLM,02/05/2025,14:38:18,Valley_of_Sorrows,Aspidochelone/Adamantoise
Gordge,BRD,02/05/2025,14:38:18,Valley_of_Sorrows,Aspidochelone/Adamantoise
Kashmere,PLD,02/05/2025,14:38:18,Valley_of_Sorrows,Aspidochelone/Adamantoise
Kottonmouth,BLM,02/05/2025,14:38:18,Valley_of_Sorrows,Aspidochelone/Adamantoise
Lockon,THF,02/05/2025,14:38:18,Valley_of_Sorrows,Aspidochelone/Adamantoise
Nils,THF,02/05/2025,14:38:18,Valley_of_Sorrows,Aspidochelone/Adamantoise
Notix,RDM,02/05/2025,14:38:18,Valley_of_Sorrows,Aspidochelone/Adamantoise
Otherwhom,PLD,02/05/2025,14:38:18,Valley_of_Sorrows,Aspidochelone/Adamantoise
Rengar,DRG,02/05/2025,14:38:18,Valley_of_Sorrows,Aspidochelone/Adamantoise
Rootraider,SMN,02/05/2025,14:38:18,Valley_of_Sorrows,Aspidochelone/Adamantoise
Saki,RDM,02/05/2025,14:38:18,Valley_of_Sorrows,Aspidochelone/Adamantoise
Saladd,WHM,02/05/2025,14:38:18,Valley_of_Sorrows,Aspidochelone/Adamantoise
Shortbus,PLD,02/05/2025,14:38:18,Valley_of_Sorrows,Aspidochelone/Adamantoise
Smurv,BLM,02/05/2025,14:38:18,Valley_of_Sorrows,Aspidochelone/Adamantoise
Sonomaaa,BLM,02/05/2025,14:38:18,Valley_of_Sorrows,Aspidochelone/Adamantoise
Thoranir,BRD,02/05/2025,14:38:18,Valley_of_Sorrows,Aspidochelone/Adamantoise
Vinzo,THF,02/05/2025,14:38:18,Valley_of_Sorrows,Aspidochelone/Adamantoise
Zaz,BLM,02/05/2025,14:38:18,Valley_of_Sorrows,Aspidochelone/Adamantoise
