Ayr,DRK,02/18/2025,09:59:38,Garlaige_Citadel,Serket
Bill,WAR,02/18/2025,09:59:38,Garlaige_Citadel,Serket
Clyntjr,BLM,02/18/2025,09:59:38,Garlaige_Citadel,Serket
Felesiea,THF,02/18/2025,09:59:38,Garlaige_Citadel,Serket
Fmtwo,MNK,02/18/2025,09:59:38,Garlaige_Citadel,Serket
Hatashy,THF,02/18/2025,09:59:38,Garlaige_Citadel,Serket
Horus,THF,02/18/2025,09:59:38,Garlaige_Citadel,Serket
Kashmere,BRD,02/18/2025,09:59:38,Garlaige_Citadel,Serket
Kwickfox,WHM,02/18/2025,09:59:38,Garlaige_Citadel,Serket
Lockon,THF,02/18/2025,09:59:38,Garlaige_Citadel,Serket
Loydadario,SMN,02/18/2025,09:59:38,Garlaige_Citadel,Serket
Nils,THF,02/18/2025,09:59:38,Garlaige_Citadel,Serket
Prongles,WHM,02/18/2025,09:59:38,Garlaige_Citadel,Serket
Sirlancealot,WAR,02/18/2025,09:59:38,Garlaige_Citadel,Serket
Zazel,RDM,02/18/2025,09:59:38,Garlaige_Citadel,Serket
